SID,Year,OS_ID,OS_Name,Site_ID,Material,total,legal,sublegal,spat,non_spat,Collection.Method,Sample.Method,Latitude,Longitude,Deployment.Year,Deployment.Month,Material_Age,Oyster.Cover,Mussel_Cover,Sedimentation,Boring_Sponge,Sample_Depth,OS.Depth,Relief,S.DO,B.DO,S.Sal,B.Sal,S.Temp,B.Temp
2022-6-29-OS-14-19,2022,14,Little Creek,19,Crushed Concrete,748,128,528,92,656,Extraction,Census,35 02.574,76 30.911,2016,8,5.83,1,2,2,1,12,20,8,7.2,6,24.5,24.9,26.9,27.3
2022-6-29-OS-14-2,2022,14,Little Creek,2,Basalt,360,52,240,68,292,Extraction,Census,35 02.621,76 30.916,2016,4,6.17,2,2,2,3,16,20,4,7.18,6.01,24.5,24.9,26.9,27.3
2022-6-29-OS-14-20,2022,14,Little Creek,20,Crushed Concrete,704,72,540,92,612,Extraction,Census,35 02.571,76 30.928,2016,7,5.92,3,1,2,1,16,20,4,7.2,6,24.5,24.9,26.9,27.3
2022-6-30-OS-15-1,2022,15,Swan Island,1,Marl,1352,196,820,336,1016,Extraction,Census,35 05.533,76 26.802,2019,6,3,3,1,3,2,7,15,8,7.18,6.35,25.1,26.3,26.1,26.2
2022-6-30-OS-15-2,2022,15,Swan Island,2,Marl,848,92,508,248,600,Extraction,Census,35 05.584,76 27.392,2017,6,5,1,2,3,1,10,15,5,7.18,6.35,25.1,26.3,26.1,26.2
2022-6-30-OS-15-3,2022,15,Swan Island,3,Marl,836,276,436,124,712,Extraction,Census,35 05.576,76 27.322,2017,6,5,1,1,3,1,11,15,4,7.18,6.35,25.1,26.3,26.1,26.2
2022-6-30-OS-15-4,2022,15,Swan Island,4,Marl,1172,32,892,248,924,Extraction,Census,35 05.576,76 27.421,2017,6,5,1,1,2,1,9,15,6,7.18,6.35,25.1,26.3,26.1,26.2
2022-7-12-OS-15-10,2022,15,Swan Island,10,Granite,1276,168,816,292,984,Extraction,Census,35 05.566,76 27.110,2018,5,4.17,2,1,2,1,10,14,4,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-11,2022,15,Swan Island,11,Granite,712,240,416,56,656,Extraction,Census,35 05.556,76 27.001,2018,6,4.08,3,1,4,1,12,12,0,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-12,2022,15,Swan Island,12,Granite,668,88,452,128,540,Extraction,Census,35 05.515,76 26.997,2018,6,4.08,2,1,3,1,11,11,0,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-13,2022,15,Swan Island,13,Granite,1860,196,1284,380,1480,Extraction,Census,35 05.563,76 26.998,2018,6,4.08,3,1,2,2,9,15,6,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-14,2022,15,Swan Island,14,Granite,1440,188,1012,240,1200,Extraction,Census,35 05.567,76 27.058,2018,6,4.08,3,1,2,2,10,15,5,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-15,2022,15,Swan Island,15,Granite,2544,184,1616,744,1800,Extraction,Census,35 05.539,76 27.073,2018,6,4.08,3,1,2,1,7,15,8,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-5,2022,15,Swan Island,5,Marl,1524,48,1092,384,1140,Extraction,Census,35 05.555,76 27.375,2017,6,5.08,1,1,2,1,12,15,3,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-6,2022,15,Swan Island,6,Marl,784,228,460,96,688,Extraction,Census,35 05.501,76 26.883,2019,6,3.08,1,1,2,1,11,15,4,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-7,2022,15,Swan Island,7,Marl,1456,236,836,384,1072,Extraction,Census,35 05.560,76 26.829,2019,6,3.08,3,1,2,2,11,15,4,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-8,2022,15,Swan Island,8,Marl,572,124,288,160,412,Extraction,Census,35 05.596,76 27.371,2020,6,2.08,1,1,2,1,11,15,4,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-12-OS-15-9,2022,15,Swan Island,9,Granite,1104,44,756,304,800,Extraction,Census,35 05.504,76 27.050,2018,5,4.17,3,1,3,1,10,10,0,7.6,5.85,24.7,25.4,27.2,27.3
2022-7-20-OS-07-1,2022,7,Middle Bay,1,Marl,24,4,4,16,8,Extraction,Census,35 14.127,76 30.203,2004,8,17.92,1,4,4,2,6,6,0,7.4,6.5,24.3,24.4,27.9,27.9
2022-7-20-OS-07-2,2022,7,Middle Bay,2,Marl,176,0,32,144,32,Extraction,Census,35 14.140,76 30.185,2004,8,17.92,1,1,3,1,3,6,3,7.4,6.5,24.3,24.4,27.9,27.9
2022-7-20-OS-07-3,2022,7,Middle Bay,3,Marl,176,4,24,148,28,Extraction,Census,35 14.118,76 30.200,2004,8,17.92,1,3,3,1,3,6,3,7.4,6.5,24.3,24.4,27.9,27.9
2022-7-20-OS-07-4,2022,7,Middle Bay,4,Marl,44,4,4,36,8,Extraction,Census,35 14.138,76 30.187,2004,8,17.92,1,4,4,2,3,6,3,7.4,6.5,24.3,24.4,27.9,27.9
2022-8-18-OS-02-1,2022,2,Deep Bay,1,Marl,420,8,36,376,44,Extraction,Census,35 22.872,76 22.242,2003,6,19.17,1,2,4,1,7,8,1,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-12,2022,2,Deep Bay,12,Shell,572,36,72,464,108,Extraction,Census,35 22.860,76 22.294,2003,6,19.17,2,4,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-13,2022,2,Deep Bay,13,Shell,348,48,80,220,128,Extraction,Census,35 22.870,76 22.273,2003,6,19.17,1,4,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-14,2022,2,Deep Bay,14,Shell,320,24,76,220,100,Extraction,Census,35 22.864,76 22.275,2003,6,19.17,1,2,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-15,2022,2,Deep Bay,15,Shell,404,32,104,268,136,Extraction,Census,35 22.860,76 22.275,2003,6,19.17,1,3,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-16,2022,2,Deep Bay,16,Shell,532,40,124,368,164,Extraction,Census,35 22.864,76 22.279,2003,6,19.17,3,2,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-2,2022,2,Deep Bay,2,Marl,248,12,52,184,64,Extraction,Census,35 22.861,76 22.235,1996,6,26.17,1,2,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-3,2022,2,Deep Bay,3,Marl,348,36,60,252,96,Extraction,Census,35 22.883,76 22.289,2003,6,19.17,1,3,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-4,2022,2,Deep Bay,4,Marl,120,8,24,88,32,Extraction,Census,35 22.854,76 22.228,1996,6,26.17,1,1,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-02-9,2022,2,Deep Bay,9,Shell,132,12,32,88,44,Extraction,Census,35 22.865,76 22.300,2003,6,19.17,1,1,4,1,8,8,0,9.24,8.12,25,25.1,27.1,26.2
2022-8-18-OS-09-1,2022,9,West Bluff,1,Marl,2296,56,908,1332,964,Extraction,Census,35 18.240,76 10.143,2009,3,13.42,2,2,2,1,7,12,5,7.55,7.11,29.1,29.1,26.4,26.4
2022-8-18-OS-09-2,2022,9,West Bluff,2,Marl,1164,40,568,556,608,Extraction,Census,35 18.289,76 10.177,2006,5,16.25,2,2,2,2,7,12,5,7.55,7.11,29.1,29.1,26.4,26.4
2022-8-18-OS-09-3,2022,9,West Bluff,3,Marl,1292,12,568,712,580,Extraction,Census,35 18.252,76 10.250,2009,7,13.08,2,2,2,4,8,12,4,7.55,7.11,29.1,29.1,26.4,26.4
2022-8-18-OS-09-4,2022,9,West Bluff,4,Marl,432,0,100,332,100,Extraction,Census,35 18.272,76 10.097,2005,8,17,1,1,4,3,11,12,1,7.55,7.11,29.1,29.1,26.4,26.4
2022-8-24-OS-10-1,2022,10,Gibbs Shoal,1,Marl,796,36,636,124,672,Extraction,Census,35 27.296,75 56.041,2010,6,12.17,2,1,2,3,9,14,5,9.14,4.97,27.3,29.6,27.4,27.1
2022-8-24-OS-10-2,2022,10,Gibbs Shoal,2,Marl,364,24,272,68,296,Extraction,Census,35 27.244,75 56.064,2011,6,11.17,1,1,2,2,10,14,4,9.14,4.97,27.3,29.6,27.4,27.1
2022-8-24-OS-10-3,2022,10,Gibbs Shoal,3,Marl,576,8,468,100,476,Extraction,Census,35 27.277,75 56.036,2010,8,12,1,1,2,2,9,14,5,9.14,4.97,27.3,29.6,27.4,27.1
2022-8-24-OS-10-4,2022,10,Gibbs Shoal,4,Marl,468,20,372,76,392,Extraction,Census,35 27.264,75 56.149,2011,3,11.42,1,1,2,3,9,14,5,9.14,4.97,27.3,29.6,27.4,27.1
2022-8-24-OS-10-5,2022,10,Gibbs Shoal,5,Marl,864,24,740,100,764,Extraction,Census,35 27.292,75 56.140,2010,5,12.25,1,1,2,3,8,14,6,9.14,4.97,27.3,29.6,27.4,27.1
2022-8-25-OS-01-1,2022,1,Croatan Sound,1,Marl,124,0,28,96,28,Extraction,Census,35 48.215,75 38.404,1996,6,26.17,1,1,3,1,8,9,1,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-01-13,2022,1,Croatan Sound,13,Shell,92,0,36,56,36,Extraction,Census,35 48.258,75 38.377,2003,4,19.33,1,1,3,1,8,8,0,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-01-14,2022,1,Croatan Sound,14,Shell,52,4,36,12,40,Extraction,Census,35 48.254,75 38.377,2003,4,19.33,1,1,3,1,8,8,0,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-01-15,2022,1,Croatan Sound,15,Shell,16,0,16,0,16,Extraction,Census,35 48.244,75 38.374,2003,4,19.33,1,1,3,1,8,8,0,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-01-16,2022,1,Croatan Sound,16,Shell,36,4,24,8,28,Extraction,Census,35 48.256,75 38.373,2003,4,19.33,1,1,3,1,9,9,0,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-01-2,2022,1,Croatan Sound,2,Marl,68,0,28,40,28,Extraction,Census,35 48.244,75 38.370,2003,4,19.33,1,1,3,1,8,9,1,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-01-3,2022,1,Croatan Sound,3,Marl,228,0,56,172,56,Extraction,Census,35 48.266,75 38.405,1998,8,24,1,2,3,1,9,9,0,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-01-4,2022,1,Croatan Sound,4,Marl,80,0,36,44,36,Extraction,Census,35 48.253,75 38.402,1998,8,24,1,3,3,1,8,9,1,8.54,7.41,23.2,25.2,29,28.1
2022-8-25-OS-05-1,2022,5,Crab Hole,1,Marl,816,16,284,516,300,Extraction,Census,35 43.672,75 40.696,2009,11,12.75,1,3,2,1,9,13,4,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-05-2,2022,5,Crab Hole,2,Marl,692,4,272,416,276,Extraction,Census,35 43.543,75 40.680,2009,9,12.92,1,4,2,1,7,13,6,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-05-3,2022,5,Crab Hole,3,Marl,1024,0,196,828,196,Extraction,Census,35 43.597,75 40.671,2006,3,16.42,1,4,2,1,7,13,6,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-05-4,2022,5,Crab Hole,4,Marl,880,8,328,544,336,Extraction,Census,35 43.672,75 40.559,2009,11,12.75,1,1,3,1,11,13,2,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-05-5,2022,5,Crab Hole,5,Marl,1324,8,432,884,440,Extraction,Census,35 43.632,75 40.520,2009,10,12.83,1,2,2,1,8,13,5,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-05-6,2022,5,Crab Hole,6,Marl,672,4,92,576,96,Extraction,Census,35 43.612,75 40.606,2006,4,16.33,1,2,2,1,9,13,4,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-05-7,2022,5,Crab Hole,7,Marl,668,0,208,460,208,Extraction,Census,35 43.600,75 40.706,2006,3,16.42,1,2,2,1,6,13,7,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-05-8,2022,5,Crab Hole,8,Marl,1076,8,320,748,328,Extraction,Census,35 43.511,75 40.599,2009,10,12.83,1,3,2,1,8,13,5,8.2,4.07,11.4,26.8,28.6,27.2
2022-8-25-OS-13-5,2022,13,Pea Island,5,Crushed Concrete,1564,88,968,508,1056,Extraction,Census,35 39.947,75 36.920,2015,7,7.08,3,1,2,1,8,14,6,6.74,3.78,26.3,27.4,27.2,27.9
2022-8-25-OS-13-6,2022,13,Pea Island,6,Crushed Concrete,1288,32,672,584,704,Extraction,Census,35 40.055,75 36.970,2015,4,7.33,3,1,2,1,9,15,6,6.74,3.78,26.3,27.4,27.2,27.9
2022-8-25-OS-13-8,2022,13,Pea Island,8,Crushed Concrete,2556,88,1428,1040,1516,Extraction,Census,35 40.056,75 36.917,2015,4,7.33,4,1,2,1,10,14,4,6.74,3.78,26.3,27.4,27.2,27.9
2022-8-3-OS-16-1,2022,16,Cedar Island,1,Marl,820,4,604,212,608,Extraction,Census,35 03.222,76 22.840,2021,6,1.17,3,1,2,1,8,12,4,7.69,5.56,27,27.4,29,29.2
2022-8-3-OS-16-2,2022,16,Cedar Island,2,Marl,1816,4,1132,680,1136,Extraction,Census,35 03.228,76 22.862,2021,6,1.17,3,1,3,1,11,12,1,7.69,5.56,27,27.4,29,29.2
2022-8-3-OS-16-3,2022,16,Cedar Island,3,Marl,2016,4,1204,808,1208,Extraction,Census,35 03.252,76 22.857,2021,6,1.17,3,1,2,1,11,12,1,7.69,5.56,27,27.4,29,29.2
2022-8-3-OS-16-4,2022,16,Cedar Island,4,Marl,1300,8,844,448,852,Extraction,Census,35 03.245,76 22.797,2021,6,1.17,3,1,2,1,8,12,4,7.69,5.56,27,27.4,29,29.2
2022-8-3-OS-16-5,2022,16,Cedar Island,5,Marl,1548,0,1080,468,1080,Extraction,Census,35 03.251,76 22.812,2021,6,1.17,3,1,2,1,11,12,1,7.69,5.56,27,27.4,29,29.2
2022-8-3-OS-16-6,2022,16,Cedar Island,6,Marl,1344,0,772,572,772,Extraction,Census,35 03.195,76 22.814,2021,6,1.17,3,1,3,1,9,11,2,7.69,5.56,27,27.4,29,29.2
2022-8-3-OS-16-7,2022,16,Cedar Island,7,Marl,1576,8,1068,500,1076,Extraction,Census,35 03.205,76 22.835,2021,6,1.17,4,1,3,1,9,11,2,7.69,5.56,27,27.4,29,29.2
2022-8-3-OS-16-8,2022,16,Cedar Island,8,Marl,1524,12,840,672,852,Extraction,Census,35 03.203,76 22.777,2021,6,1.17,4,1,3,1,10,12,2,7.69,5.56,27,27.4,29,29.2
2022-8-4-OS-12-10,2022,12,Raccoon Island,10,Crushed Concrete,2052,484,852,716,1336,Extraction,Census,35 05.443,76 23.504,2013,8,9,4,1,3,2,14,14,0,6.75,7.6,27.3,20,29.8,29.4
2022-8-4-OS-12-11,2022,12,Raccoon Island,11,Crushed Concrete,1604,228,680,696,908,Extraction,Census,35 05.420,76 23.473,2014,1,8.58,2,2,2,1,10,14,4,6.75,7.6,27.3,20,29.8,29.4
2022-8-4-OS-12-12,2022,12,Raccoon Island,12,Crushed Concrete,1404,128,608,668,736,Extraction,Census,35 05.424,76 23.476,2014,1,8.58,4,1,3,2,11,14,3,6.75,7.6,27.3,20,29.8,29.4
2022-8-4-OS-12-9,2022,12,Raccoon Island,9,Crushed Concrete,1784,468,756,560,1224,Extraction,Census,35 05.436,76 23.459,2016,8,6,4,1,4,1,12,14,2,6.75,7.6,27.3,20,29.8,29.4
2023-8-1-OS-01-5,2023,1,Croatan Sound,5,Reef Ball,213,NA,NA,NA,NA,Observation,Grid,35 48.228,75 38.408,2013,12,9.67,12,0,4,1,9,10,1,9.8,5.4,15.1,24.2,28.3,27.3
2023-8-1-OS-01-6,2023,1,Croatan Sound,6,Reef Ball,213,NA,NA,NA,NA,Observation,Grid,35 48.200,75 38.355,2013,12,9.67,12,0,2,1,8,9,1,9.8,5.4,15.1,24.2,28.3,27.3
2023-8-1-OS-01-7,2023,1,Croatan Sound,7,Reef Ball,438,NA,NA,NA,NA,Observation,Grid,35 48.228,75 38.379,2013,12,9.67,28,0,2,1,8,9,1,9.8,5.4,15.1,24.2,28.3,27.3
2023-8-1-OS-01-8,2023,1,Croatan Sound,8,Reef Ball,262,NA,NA,NA,NA,Observation,Grid,35 48.231,75 38.382,2013,12,9.67,16,0,2,1,8,9,1,9.8,5.4,15.1,24.2,28.3,27.3
2023-8-1-OS-13-1,2023,13,Pea Island,1,Consolidated Concrete,1023,NA,NA,NA,NA,Observation,Grid,35 39.922,75 36.853,2015,4,8.33,56,0,2,1,7,14,7,9.3,7,21.4,24.7,28,28
2023-8-1-OS-13-2,2023,13,Pea Island,2,Consolidated Concrete,316,NA,NA,NA,NA,Observation,Grid,35 40.021,75 37.028,2015,2,8.5,20,0,2,1,13,15,2,9.3,7,21.4,24.7,28,28
2023-8-1-OS-13-3,2023,13,Pea Island,3,Consolidated Concrete,213,NA,NA,NA,NA,Observation,Grid,35 40.051,75 37.023,2015,1,8.58,12,0,2,1,3,14,11,9.3,7,21.4,24.7,28,28
2023-8-1-OS-13-4,2023,13,Pea Island,4,Consolidated Concrete,507,NA,NA,NA,NA,Observation,Grid,35 40.051,75 37.023,2015,2,8.5,32,0,2,1,13,15,2,9.3,7,21.4,24.7,28,28
2023-8-1-OS-13-9,2023,13,Pea Island,9,Reef Ball,316,NA,NA,NA,NA,Observation,Grid,35 39.929,75 37.019,2015,10,7.83,20,5,2,1,12,15,3,9.3,7,21.4,24.7,28,28
2023-8-1-OS-13-10,2023,13,Pea Island,10,Reef Ball,1023,NA,NA,NA,NA,Observation,Grid,35 40.061,75 36.862,2015,7,8.08,56,0,2,1,13,14,1,9.3,7,21.4,24.7,28,28
2023-8-1-OS-13-11,2023,13,Pea Island,11,Reef Ball,1023,NA,NA,NA,NA,Observation,Grid,35 40.040,75 36.850,2015,7,8.08,56,8,2,1,13,14,1,9.3,7,21.4,24.7,28,28
2023-8-1-OS-13-12,2023,13,Pea Island,12,Reef Ball,580,NA,NA,NA,NA,Observation,Grid,35 39.954,75 37.026,2015,8,8,36,0,2,1,13,14,1,9.3,7,21.4,24.7,28,28
2023-7-31-OS-10-6,2023,10,Gibbs Shoal,6,Reef Ball,1349,NA,NA,NA,NA,Observation,Grid,35 27.231,75 55.977,2012,2,11.42,68,0,3,1,10,14,4,7.9,6.5,25.6,25,28.6,28.7
2023-7-31-OS-10-7,2023,10,Gibbs Shoal,7,Reef Ball,1235,NA,NA,NA,NA,Observation,Grid,35 27.142,75 56.035,2013,2,10.42,64,0,3,1,13,14,1,7.9,6.5,25.6,25,28.6,28.7
2023-7-31-OS-10-8,2023,10,Gibbs Shoal,8,Reef Ball,1235,NA,NA,NA,NA,Observation,Grid,35 27.167,75 56.088,2012,9,10.83,64,0,3,1,12,14,2,7.9,6.5,25.6,25,28.6,28.7
2023-7-31-OS-10-9,2023,10,Gibbs Shoal,9,Reef Ball,831,NA,NA,NA,NA,Observation,Grid,35 27.200,75 56.140,2012,6,11.08,48,0,3,1,13,14,1,7.9,6.5,25.6,25,28.6,28.7
2023-7-31-OS-11-1,2023,11,Long Shoal,1,Reef Ball,1853,NA,NA,NA,NA,Observation,Grid,35 33.830,75 49.836,2013,7,10,84,4,3,1,11,14,3,NA,NA,NA,NA,NA,NA
2023-7-31-OS-11-2,2023,11,Long Shoal,2,Reef Ball,1992,NA,NA,NA,NA,Observation,Grid,35 33.808,75 49.783,2013,8,9.92,88,8,4,1,10,14,4,NA,NA,NA,NA,NA,NA
2023-7-31-OS-11-3,2023,11,Long Shoal,3,Reef Ball,1467,NA,NA,NA,NA,Observation,Grid,35 33.787,75 49.880,2013,8,9.92,72,4,4,1,12,14,2,NA,NA,NA,NA,NA,NA
2023-7-31-OS-11-4,2023,11,Long Shoal,4,Reef Ball,1467,NA,NA,NA,NA,Observation,Grid,35 33.823,75 49.786,2013,7,10,72,16,3,1,11,14,3,NA,NA,NA,NA,NA,NA
2023-7-25-OS-09-5,2023,9,West Bluff,5,Reef Ball,262,NA,NA,NA,NA,Observation,Grid,35 18.235,76 10.265,2013,6,10.08,16,0,2,1,11,12,1,5.8,4.8,24.1,24.3,29.1,29.1
2023-7-25-OS-09-6,2023,9,West Bluff,6,Reef Ball,580,NA,NA,NA,NA,Observation,Grid,35 18.236,76 10.241,2013,6,10.08,36,0,2,1,11,12,1,5.8,4.8,24.1,24.3,29.1,29.1
2023-7-25-OS-09-7,2023,9,West Bluff,7,Reef Ball,262,NA,NA,NA,NA,Observation,Grid,35 18.243,76 10.212,2013,6,10.08,16,0,2,1,11,13,2,5.8,4.8,24.1,24.3,29.1,29.1
2023-7-25-OS-09-8,2023,9,West Bluff,8,Reef Ball,316,NA,NA,NA,NA,Observation,Grid,35 18.238,76 10.269,2013,6,10.08,20,0,2,1,11,12,1,5.8,4.8,24.1,24.3,29.1,29.1
2023-7-17-OS-16-9,2023,16,Cedar Island,9,Crushed Concrete,1467,NA,NA,NA,NA,Observation,Grid,35 3.217,76 22.621 ,2021,7,2,72,4,3,1,13,14,1,7.85,7.1,23.2,23.4,28.9,29.3
2023-7-17-OS-16-10,2023,16,Cedar Island,10,Crushed Concrete,1127,NA,NA,NA,NA,Observation,Grid,35 3.199,76 22.683,2021,7,2,60,0,3,1,11,12,1,7.85,7.1,23.2,23.4,28.9,29.3
2023-7-17-OS-16-11,2023,16,Cedar Island,11,Crushed Concrete,2284,NA,NA,NA,NA,Observation,Grid,35 3.244,76 22.679,2021,7,2,96,4,2,1,10,14,4,7.85,7.1,23.2,23.4,28.9,29.3
2023-7-17-OS-16-12,2023,16,Cedar Island,12,Crushed Concrete,1720,NA,NA,NA,NA,Observation,Grid,35 3.191,76 22.640,2021,7,2,80,0,3,1,13,13,0,7.85,7.1,23.2,23.4,28.9,29.3
2023-6-28-OS-14-1,2023,14,Little Creek,1,Basalt,316,NA,NA,NA,NA,Observation,Grid,35 2.563,76 30.896,2016,8,6.83,20,28,2,1,15,22,7,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-2,2023,14,Little Creek,2,Basalt,925,NA,NA,NA,NA,Observation,Grid,35 2.577,76 30.881,2016,8,6.83,52,24,2,1,13,22,9,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-3,2023,14,Little Creek,3,Basalt,374,NA,NA,NA,NA,Observation,Grid,35 2.562,76 30.880,2016,8,6.83,24,12,2,1,18,22,4,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-4,2023,14,Little Creek,4,Basalt,1720,NA,NA,NA,NA,Observation,Grid,35 2.606,76 30.907,2016,4,7.17,80,12,2,1,11,22,11,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-5,2023,14,Little Creek,5,Reef Ball,97,NA,NA,NA,NA,Observation,Grid,35 2.663,76 30.892,2016,2,7.33,0,4,3,1,19,22,3,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-6,2023,14,Little Creek,6,Reef Ball,97,NA,NA,NA,NA,Observation,Grid,35 2.658,76 30.887,2016,2,7.33,0,8,3,1,19,22,3,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-7,2023,14,Little Creek,7,Reef Ball,97,NA,NA,NA,NA,Observation,Grid,35 2.665,76 30.822,2016,2,7.33,0,16,2,1,18,22,4,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-8,2023,14,Little Creek,8,Reef Ball,97,NA,NA,NA,NA,Observation,Grid,35 2.587,76 30.831,2016,6,7,0,20,1,1,19,19,0,7.89,5.19,21,20.8,27.6,26.5
2023-6-28-OS-14-21,2023,14,Little Creek,21,Consolidated Concrete,131,NA,NA,NA,NA,Observation,Grid,35 2.577,76 30.852,2016,6,7,4,0,2,1,16,18,2,9.9,5.75,20.9,23.2,27.5,26.1
2023-6-28-OS-14-22,2023,14,Little Creek,22,Consolidated Concrete,97,NA,NA,NA,NA,Observation,Grid,35 2.565,76 30.849,2016,6,7,0,0,2,1,18,20,2,9.9,5.75,20.9,23.2,27.5,26.1
2023-6-28-OS-14-23,2023,14,Little Creek,23,Consolidated Concrete,97,NA,NA,NA,NA,Observation,Grid,35 2.663,76 30.847,2016,1,7.42,0,0,2,1,18,22,4,9.9,5.75,20.9,23.2,27.5,26.1
2023-6-28-OS-14-24,2023,14,Little Creek,24,Consolidated Concrete,213,NA,NA,NA,NA,Observation,Grid,35 2.612,76 30.811,2016,6,7,12,0,2,1,14,20,6,9.9,5.75,20.9,23.2,27.5,26.1
2023-6-20-OS-03-5,2023,3,West Bay,5,Reef Ball,2135,NA,NA,NA,NA,Observation,Grid,34 58.814,76 21.433,2014,12,8.5,92,4,3,1,6,7,1,8.5,7.3,23,23.1,25.9,25.9
2023-6-20-OS-03-6,2023,3,West Bay,6,Reef Ball,2284,NA,NA,NA,NA,Observation,Grid,34 58.811,76 21.432,2014,12,8.5,96,4,3,1,6,7,1,8.5,7.3,23,23.1,25.9,25.9
2023-6-20-OS-03-7,2023,3,West Bay,7,Reef Ball,2437,NA,NA,NA,NA,Observation,Grid,34 58.822,76 21.430,2014,12,8.5,100,0,3,1,7,8,1,8.5,7.3,23,23.1,25.9,25.9
2023-6-20-OS-03-8,2023,3,West Bay,8,Reef Ball,2284,NA,NA,NA,NA,Observation,Grid,34 58.825,76 21.434,2014,12,8.5,96,0,3,1,7,8,1,8.5,7.3,23,23.1,25.9,25.9
2023-6-19-OS-12-1,2023,12,Raccoon Island,1,Reef Ball,1591,NA,NA,NA,NA,Observation,Grid,35 5.404,76 23.508,2013,10,9.67,76,24,2,1,13,15,2,NA,NA,NA,NA,NA,NA
2023-6-19-OS-12-2,2023,12,Raccoon Island,2,Reef Ball,1720,NA,NA,NA,NA,Observation,Grid,35 5.436,76 23.531,2013,9,9.75,80,16,2,1,13,16,3,NA,NA,NA,NA,NA,NA
2023-6-19-OS-12-3,2023,12,Raccoon Island,3,Reef Ball,1591,NA,NA,NA,NA,Observation,Grid,35 5.463,76 23.438,2013,9,9.75,76,4,2,1,14,17,3,NA,NA,NA,NA,NA,NA
2023-6-19-OS-12-4,2023,12,Raccoon Island,4,Reef Ball,2135,NA,NA,NA,NA,Observation,Grid,35 5.424,76 23.489,2013,10,9.67,92,8,2,1,13,16,3,NA,NA,NA,NA,NA,NA
2023-6-19-OS-12-5,2023,12,Raccoon Island,5,Consolidated Concrete,1023,NA,NA,NA,NA,Observation,Grid,35 5.376,76 23.528,2014,3,9.25,56,0,2,1,13,15,2,NA,NA,NA,NA,NA,NA
2023-6-19-OS-12-6,2023,12,Raccoon Island,6,Consolidated Concrete,1467,NA,NA,NA,NA,Observation,Grid,35 5.459,76 23.429,2014,3,9.25,72,8,2,1,16,17,1,NA,NA,NA,NA,NA,NA
2023-6-19-OS-12-7,2023,12,Raccoon Island,7,Consolidated Concrete,831,NA,NA,NA,NA,Observation,Grid,35 5.456,76 23.515,2014,3,9.25,48,0,2,1,16,16,0,NA,NA,NA,NA,NA,NA
2023-6-19-OS-12-8,2023,12,Raccoon Island,8,Consolidated Concrete,507,NA,NA,NA,NA,Observation,Grid,35 5.402,76 23.454,2016,9,6.75,32,0,2,1,16,16,0,NA,NA,NA,NA,NA,NA
